"Date","Time","Temp","SpCond","DO Conc","DO Charge","DO%","Battery"
"M/D/Y","hh:mm:ss","C","mS/cm","mg/L","","%","V"
"06/22/10","07:56:40",21.80,0.170,8.12,39,92.6,5.9
"06/22/10","08:00:40",21.81,0.170,8.23,39,93.8,5.9
"06/22/10","08:04:40",21.81,0.171,8.17,39,93.1,5.9
"06/22/10","08:08:40",21.81,0.170,8.20,39,93.5,5.9
"06/22/10","08:12:40",21.81,0.171,8.21,39,93.6,5.9
"06/22/10","08:16:40",21.81,0.170,8.14,39,92.8,5.9
"06/22/10","08:20:40",21.81,0.170,8.16,39,93.0,5.9
"06/22/10","08:24:40",21.80,0.170,8.02,39,91.4,5.9
"06/22/10","08:28:40",21.80,0.170,8.08,39,92.1,5.9
"06/22/10","08:32:40",21.82,0.170,8.14,39,92.8,5.9
"06/22/10","08:36:40",21.81,0.169,8.03,39,91.5,5.9
"06/22/10","08:40:40",21.80,0.169,8.05,39,91.7,5.9
"06/22/10","08:44:40",21.81,0.169,8.04,39,91.7,5.9
"06/22/10","08:48:40",21.81,0.169,8.06,39,91.9,5.9
"06/22/10","08:52:40",21.79,0.169,8.03,39,91.5,5.9
"06/22/10","08:56:40",21.79,0.169,8.09,39,92.2,5.9
"06/22/10","09:00:40",21.80,0.169,8.14,39,92.8,5.9
"06/22/10","09:04:40",21.82,0.169,8.14,39,92.8,5.9
"06/22/10","09:08:40",21.82,0.169,8.17,39,93.1,5.9
"06/22/10","09:12:40",21.82,0.169,8.12,39,92.6,5.9
"06/22/10","09:16:40",21.83,0.169,8.16,39,93.0,5.9
"06/22/10","09:20:40",21.85,0.169,8.19,39,93.4,5.9
"06/22/10","09:24:40",21.84,0.169,8.18,39,93.3,5.9
"06/22/10","09:28:40",21.86,0.169,8.19,39,93.5,5.9
"06/22/10","09:32:40",21.87,0.169,8.19,39,93.5,5.9
"06/22/10","09:36:40",21.88,0.170,8.23,39,93.9,5.9
"06/22/10","09:40:40",21.90,0.170,8.22,39,93.8,5.9
"06/22/10","09:44:40",21.91,0.170,8.22,39,93.9,5.9
"06/22/10","09:48:40",21.92,0.170,8.24,39,94.1,5.9
"06/22/10","09:52:40",21.92,0.170,8.24,39,94.1,5.9
"06/22/10","09:56:40",21.92,0.170,8.25,39,94.2,5.9
"06/22/10","10:00:40",21.93,0.169,8.22,39,94.0,5.9
"06/22/10","10:04:40",21.94,0.170,8.23,40,94.0,5.9
"06/22/10","10:08:40",21.94,0.170,8.19,39,93.6,5.9
"06/22/10","10:12:40",21.96,0.170,8.21,39,93.8,5.9
"06/22/10","10:16:40",21.97,0.170,8.20,39,93.7,5.9
"06/22/10","10:20:40",21.98,0.170,8.21,39,93.9,5.9
"06/22/10","10:24:40",22.00,0.170,8.20,39,93.8,5.9
"06/22/10","10:28:40",22.01,0.170,8.17,40,93.5,5.9
"06/22/10","10:32:40",22.03,0.170,8.20,40,93.8,5.9
"06/22/10","10:36:40",22.03,0.170,8.18,39,93.6,5.9
"06/22/10","10:40:40",22.05,0.170,8.17,39,93.6,5.9
"06/22/10","10:44:40",22.06,0.170,8.17,39,93.6,5.9
"06/22/10","10:48:40",22.07,0.170,8.17,39,93.6,5.9
"06/22/10","10:52:40",22.10,0.170,8.17,39,93.7,5.9
"06/22/10","10:56:40",22.09,0.170,8.18,39,93.7,5.9
"06/22/10","11:00:40",22.10,0.170,8.19,39,93.9,5.9
"06/22/10","11:04:40",22.11,0.170,8.22,39,94.2,5.9
"06/22/10","11:08:40",22.11,0.170,8.20,40,94.0,5.9
"06/22/10","11:12:40",22.13,0.170,8.22,39,94.3,5.9
